conteo,tupla
1,8|19|36|40
1,8|20|21|32
1,8|20|22|28
1,8|20|22|37
1,8|20|22|43
1,8|20|23|28
1,8|20|37|43
1,8|21|22|37
1,8|21|22|38
1,8|21|27|32
1,8|21|27|35
1,8|21|33|34
1,8|21|33|42
1,8|21|34|42
1,8|21|37|38
1,8|22|23|28
1,8|22|24|25
1,8|22|24|30
1,8|22|24|40
1,8|22|25|28
1,8|22|25|40
1,8|22|37|38
1,8|22|37|43
1,8|23|27|33
1,8|23|27|42
1,8|23|33|42
1,8|24|25|40
1,8|24|26|32
1,8|25|31|32
1,8|25|31|33
1,8|25|31|39
1,8|25|33|39
1,8|26|31|38
1,8|26|31|39
1,8|26|32|37
1,8|26|38|39
1,8|27|33|42
1,8|27|38|39
1,8|28|36|40
1,8|28|36|43
1,8|29|30|31
1,8|30|35|40
1,8|30|36|41
1,8|31|33|39
1,8|31|38|39
1,8|33|34|42
1,8|36|37|38
1,8|36|37|42
1,8|36|38|42
1,8|37|38|42
1,9|10|13|14
1,9|10|13|22
1,9|10|13|27
1,9|10|13|37
1,9|10|14|37
1,9|10|14|41
1,9|10|14|42
1,9|10|15|22
1,9|10|15|24
1,9|10|17|25
1,9|10|18|27
1,9|10|21|40
1,9|10|22|24
1,9|10|22|39
1,9|10|26|30
1,9|10|26|36
1,9|10|27|35
1,9|10|27|42
1,9|10|29|31
1,9|10|30|36
1,9|10|35|42
1,9|10|41|42
1,9|11|13|38
1,9|11|23|41
1,9|11|31|35
1,9|11|31|36
1,9|11|35|36
1,9|11|36|42
1,9|12|16|28
1,9|12|16|38
1,9|12|28|38
1,9|13|14|17
1,9|13|14|34
1,9|13|14|37
1,9|13|17|34
1,9|13|18|25
1,9|13|22|29
1,9|13|35|39
1,9|14|17|34
1,9|14|41|42
1,9|15|19|30
1,9|15|19|34
1,9|15|22|24
1,9|15|24|31
1,9|15|24|36
1,9|15|29|41
1,9|15|30|32
1,9|15|30|34
1,9|15|31|36
1,9|16|17|26
1,9|16|22|27
1,9|16|26|29
1,9|16|26|31
1,9|16|28|38
1,9|16|29|31
1,9|17|21|34
1,9|17|21|40
1,9|17|24|25
1,9|17|33|42
1,9|17|34|40
1,9|18|23|38
1,9|18|25|38
1,9|18|25|39
1,9|18|31|42
1,9|18|38|39
1,9|19|20|35
1,9|19|20|39
1,9|19|30|34
1,9|19|35|39
1,9|19|37|39
1,9|20|33|41
1,9|20|35|39
1,9|21|34|40
1,9|22|25|30
1,9|22|25|31
2,9|22|25|40
1,9|22|30|40
1,9|22|31|40
1,9|23|31|39
1,9|23|31|42
1,9|23|39|42
1,9|24|31|36
1,9|25|30|40
1,9|25|31|36
1,9|25|31|40
1,9|25|38|39
1,9|26|29|31
1,9|26|30|36
1,9|27|35|42
1,9|29|31|41
1,9|29|32|33
1,9|31|35|36
1,9|31|39|42
1,10|11|15|23
1,10|11|15|38
1,10|11|17|22
1,10|11|23|38
1,10|11|30|36
1,10|11|30|43
1,10|11|36|43
1,10|12|15|41
1,10|12|15|43
1,10|12|17|20
1,10|12|17|32
1,10|12|20|32
1,10|12|24|41
1,10|12|27|34
1,10|12|27|40
1,10|12|34|40
1,10|12|41|43
1,10|13|14|37
1,10|13|16|18
1,10|13|16|26
1,10|13|18|19
1,10|13|18|37
1,10|13|19|37
1,10|13|21|34
1,10|13|21|43
1,10|13|34|43
1,10|14|21|26
1,10|14|29|35
1,10|14|29|37
1,10|14|30|37
1,10|14|30|42
1,10|14|34|42
1,10|14|35|37
1,10|14|37|42
1,10|14|41|42
1,10|15|20|28
1,10|15|21|33
1,10|15|21|39
1,10|15|22|24
1,10|15|22|25
1,10|15|23|38
1,10|15|33|39
1,10|15|41|43
1,10|16|35|39
1,10|17|20|32
1,10|17|37|43
1,10|18|19|37
1,10|18|20|22
1,10|18|20|24
1,10|18|21|22
1,10|18|21|33
1,10|18|22|24
1,10|18|22|33
1,10|18|23|29
1,10|18|23|41
1,10|18|27|35
1,10|18|29|41
1,10|18|30|37
1,10|18|31|42
1,10|19|20|21
1,10|19|20|22
1,10|19|20|24
1,10|19|20|31
1,10|19|21|24
1,10|19|22|30
1,10|19|22|31
1,10|19|32|38
1,10|19|32|40
1,10|19|38|40
1,10|20|21|24
1,10|20|22|24
1,10|20|22|31
1,10|20|22|41
1,10|20|23|28
1,10|20|23|39
1,10|20|25|30
1,10|20|25|36
1,10|20|28|39
1,10|20|30|36
1,10|21|22|33
1,10|21|33|39
1,10|21|34|43
1,10|23|28|39
1,10|23|29|41
1,10|24|29|41
1,10|24|36|38
1,10|24|36|42
1,10|24|38|42
2,10|25|26|27
1,10|25|26|29
1,10|25|27|29
1,10|25|30|36
1,10|26|27|29
1,10|26|30|36
1,10|27|34|40
1,10|27|35|42
1,10|28|29|33
1,10|28|37|43
1,10|29|35|37
1,10|30|35|40
1,10|30|36|43
1,10|30|37|42
1,10|32|38|40
1,10|36|37|40
1,10|36|38|42
1,11|12|17|27
1,11|12|17|41
1,11|12|19|32
1,11|12|19|33
1,11|12|21|36
1,11|12|27|41
1,11|12|28|29
1,11|12|28|32
1,11|12|29|32
1,11|12|32|33
1,11|13|14|23
1,11|13|14|42
1,11|13|17|25
1,11|13|17|38
1,11|13|18|21
1,11|13|18|37
1,11|13|21|37
1,11|13|22|38
1,11|13|23|42
1,11|13|25|38
1,11|13|40|43
1,11|14|15|40
1,11|14|16|19
1,11|14|16|33
1,11|14|19|33
1,11|14|23|30
1,11|14|23|35
1,11|14|23|42
1,11|14|30|35
1,11|14|30|42
2,11|15|23|26
1,11|15|23|38
1,11|15|23|39
1,11|15|26|39
1,11|16|18|34
1,11|16|18|36
1,11|16|19|33
1,11|16|34|36
1,11|17|18|43
1,11|17|25|38
1,11|17|27|41
1,11|18|21|37
1,11|18|30|40
1,11|18|30|42
1,11|18|34|36
1,11|18|36|37
1,11|18|36|41
1,11|18|40|42
1,11|19|20|27
1,11|19|20|28
1,11|19|20|37
1,11|19|21|23
1,11|19|24|34
1,11|19|24|39
1,11|19|27|28
1,11|19|28|32
1,11|19|28|36
1,11|19|32|33
1,11|19|32|36
1,11|19|34|39
1,11|20|22|33
1,11|20|27|28
1,11|21|37|38
1,11|22|27|35
1,11|22|27|39
1,11|22|32|33
1,11|22|34|38
1,11|23|26|39
1,11|23|30|32
1,11|23|30|35
1,11|24|26|27
1,11|24|32|39
1,11|24|34|39
1,11|25|31|32
1,11|28|29|32
1,11|28|31|33
1,11|28|31|41
1,11|28|32|36
1,11|28|33|41
1,11|28|34|39
1,11|30|36|43
1,11|30|40|42
1,11|31|33|41
1,11|31|35|36
1,12|13|14|31
1,12|13|14|35
1,12|13|19|27
1,12|13|24|32
1,12|13|31|35
1,12|14|15|40
1,12|14|16|25
1,12|14|16|28
1,12|14|23|41
1,12|14|25|28
1,12|14|31|35
1,12|15|20|42
1,12|15|27|35
1,12|15|29|39
1,12|15|29|41
1,12|15|39|41
1,12|15|41|43
1,12|16|22|31
1,12|16|22|32
1,12|16|24|40
1,12|16|25|28
1,12|16|28|38
1,12|16|31|32
1,12|17|20|32
1,12|17|27|29
1,12|17|27|32
1,12|17|27|41
1,12|17|29|32
1,12|19|20|33
1,12|19|20|39
1,12|19|31|42
1,12|19|31|43
1,12|19|32|33
1,12|19|33|39
1,12|19|42|43
1,12|20|23|32
1,12|20|25|35
1,12|20|33|39
1,12|21|25|27
1,12|21|25|34
1,12|21|27|34
1,12|22|31|32
1,12|23|29|38
1,12|24|34|37
1,12|24|34|40
1,12|24|37|40
1,12|25|27|34
1,12|27|29|32
1,12|27|34|40
1,12|27|35|41
1,12|28|29|32
1,12|28|33|43
1,12|29|30|31
1,12|29|33|37
1,12|29|39|41
1,12|31|42|43
1,12|32|34|43
1,12|34|37|40
1,12|35|39|43
1,13|14|17|34
1,13|14|18|21
1,13|14|18|39
1,13|14|21|39
1,13|14|23|42
1,13|14|30|34
1,13|14|31|35
1,13|15|16|31
1,13|15|16|37
1,13|15|24|29
1,13|15|24|30
1,13|15|29|30
1,13|15|31|37
1,13|16|17|22
1,13|16|17|25
1,13|16|20|26
1,13|16|22|25
1,13|16|24|35
1,13|16|24|36
1,13|16|31|37
1,13|16|35|36
1,13|16|36|40
1,13|17|22|25
1,13|17|22|40
1,13|17|25|38
1,13|17|30|34
1,13|17|30|43
1,13|17|34|43
1,13|18|19|37
1,13|18|21|37
1,13|18|21|39
1,13|18|29|37
1,13|19|28|39
1,13|19|28|42
1,13|19|39|42
1,13|20|22|32
1,13|20|26|36
1,13|20|26|40
1,13|20|29|39
1,13|20|29|40
1,13|20|31|33
1,13|20|36|40
1,13|20|39|40
1,13|21|22|24
1,13|21|22|32
1,13|21|24|32
1,13|21|34|43
1,13|22|24|30
1,13|22|24|32
1,13|22|26|36
1,13|22|26|38
1,13|22|36|37
1,13|22|36|38
1,13|24|29|30
1,13|24|35|36
1,13|26|33|35
1,13|26|33|40
1,13|26|35|40
1,13|26|36|38
1,13|26|36|40
1,13|27|29|41
1,13|28|31|35
1,13|28|31|43
1,13|28|34|40
1,13|28|35|43
1,13|28|39|42
1,13|29|39|40
1,13|30|34|43
1,13|31|35|43
1,13|33|35|40
1,14|15|28|30
1,14|15|38|42
1,14|15|38|43
1,14|15|42|43
1,14|16|18|24
1,14|16|18|31
1,14|16|19|33
1,14|16|24|31
1,14|16|25|28
1,14|16|32|34
1,14|16|32|39
1,14|16|34|39
1,14|18|21|39
1,14|18|24|31
1,14|19|37|40
1,14|20|23|28
1,14|20|23|33
1,14|20|23|38
1,14|20|28|36
1,14|20|28|37
1,14|20|33|38
1,14|20|36|37
1,14|22|23|31
1,14|22|23|38
1,14|22|24|25
1,14|22|24|32
2,14|22|25|32
1,14|22|25|40
1,14|22|31|38
1,14|22|32|40
1,14|23|30|35
1,14|23|31|38
1,14|23|33|38
1,14|24|25|32
1,14|25|28|34
1,14|25|28|36
1,14|25|32|40
1,14|25|34|36
1,14|26|29|40
1,14|26|31|40
1,14|27|37|41
1,14|28|34|36
1,14|28|34|39
1,14|28|36|37
1,14|28|36|43
1,14|29|35|37
1,14|30|37|42
1,14|31|32|43
1,14|31|34|42
1,14|32|34|39
1,14|38|42|43
1,15|16|17|39
1,15|16|17|41
1,15|16|22|28
1,15|16|24|26
1,15|16|24|40
1,15|16|26|40
1,15|16|31|37
1,15|16|39|41
1,15|17|19|25
1,15|17|29|32
1,15|17|39|41
1,15|18|29|32
1,15|19|30|34
1,15|20|25|35
1,15|20|25|43
1,15|20|35|43
1,15|21|22|39
1,15|21|23|36
1,15|21|23|37
1,15|21|27|32
1,15|21|27|35
1,15|21|31|32
1,15|21|31|33
1,15|21|32|33
1,15|21|33|39
1,15|21|36|37
1,15|22|23|42
1,15|23|26|39
1,15|23|36|37
1,15|24|26|40
1,15|24|29|30
1,15|24|29|33
1,15|24|31|36
1,15|25|35|43
1,15|26|31|34
1,15|26|32|37
1,15|26|41|43
1,15|27|28|41
1,15|27|32|40
1,15|27|36|38
1,15|29|32|40
1,15|29|32|43
1,15|29|39|41
1,15|29|40|43
1,15|30|36|41
1,15|30|37|38
1,15|30|38|42
1,15|31|32|33
1,15|32|40|43
1,15|34|40|42
1,15|38|42|43
1,16|17|22|25
1,16|17|23|34
1,16|17|23|36
1,16|17|31|36
1,16|17|31|38
1,16|17|34|36
1,16|17|36|38
1,16|17|39|41
1,16|18|22|27
1,16|18|24|31
1,16|18|25|30
1,16|18|28|41
1,16|18|34|36
1,16|19|20|22
1,16|19|20|25
1,16|19|22|25
1,16|20|22|25
1,16|21|28|39
1,16|22|24|41
1,16|22|24|43
1,16|22|31|32
1,16|22|41|43
1,16|23|25|26
1,16|23|25|36
1,16|23|26|36
1,16|23|28|30
1,16|23|28|40
1,16|23|30|40
1,16|23|34|36
1,16|24|26|40
1,16|24|35|36
1,16|24|35|43
1,16|24|41|43
1,16|25|26|36
1,16|25|31|32
1,16|25|31|34
1,16|25|32|34
1,16|25|39|41
1,16|26|29|31
1,16|26|30|32
1,16|28|30|40
1,16|31|32|33
1,16|31|32|34
1,16|31|36|38
1,16|32|34|39
1,16|34|41|43
1,17|18|24|28
1,17|18|31|34
1,17|18|31|39
1,17|18|34|39
1,17|18|37|42
1,17|19|27|36
1,17|20|21|32
1,17|21|26|31
1,17|21|28|31
1,17|21|34|40
1,17|21|35|40
1,17|22|35|36
1,17|23|24|36
1,17|23|24|38
1,17|23|28|35
1,17|23|34|36
1,17|23|36|38
1,17|24|25|40
1,17|24|25|42
1,17|24|36|38
1,17|24|40|42
1,17|25|40|42
1,17|26|30|37
1,17|26|30|40
1,17|26|31|35
1,17|26|31|38
1,17|26|35|38
1,17|26|37|40
1,17|27|29|30
1,17|27|29|32
1,17|27|29|38
1,17|28|29|37
1,17|28|29|40
1,17|28|37|40
1,17|29|37|40
1,17|30|34|43
1,17|30|37|40
1,17|30|38|39
1,17|31|34|39
1,17|31|35|38
1,17|31|36|38
1,17|33|34|35
1,18|19|22|38
1,18|19|25|26
1,18|19|25|36
1,18|19|25|43
1,18|19|26|31
1,18|19|26|43
1,18|19|32|42
1,18|19|33|35
1,18|20|22|24
1,18|21|22|33
1,18|21|23|28
1,18|22|23|28
1,18|22|29|40
1,18|22|34|41
1,18|23|26|35
1,18|23|26|36
1,18|23|28|43
1,18|23|29|41
1,18|23|35|36
1,18|24|34|36
1,18|25|26|43
1,18|25|38|39
1,18|26|35|36
1,18|29|33|34
1,18|30|40|42
1,18|31|33|34
1,18|31|33|42
1,18|31|34|39
1,18|31|34|42
1,18|32|35|42
1,18|32|35|43
1,18|32|42|43
1,18|33|34|42
1,18|35|42|43
1,19|20|21|24
1,19|20|22|25
1,19|20|22|31
1,19|20|22|34
1,19|20|27|28
1,19|20|33|39
1,19|20|35|39
1,19|23|30|40
1,19|24|34|39
1,19|25|26|28
1,19|25|26|43
1,19|25|29|36
1,19|25|29|43
1,19|25|36|43
1,19|26|27|30
1,19|26|27|32
1,19|26|30|32
1,19|26|32|43
1,19|27|30|32
1,19|27|33|35
1,19|27|33|40
1,19|27|35|40
1,19|27|37|40
1,19|28|32|36
1,19|28|36|40
1,19|28|39|42
1,19|29|36|43
1,19|30|34|35
1,19|30|34|43
1,19|30|35|37
1,19|30|36|39
1,19|30|38|39
1,19|30|38|41
1,19|30|39|41
1,19|31|32|34
1,19|31|32|41
1,19|31|33|39
1,19|31|34|41
1,19|31|36|41
1,19|31|42|43
1,19|32|34|41
1,19|32|35|41
1,19|32|38|40
1,19|33|35|40
1,19|38|39|41
1,20|21|25|26
1,20|22|23|26
1,20|22|23|28
1,20|22|26|28
1,20|22|30|34
1,20|22|33|35
1,20|22|37|43
1,20|23|26|28
1,20|23|26|34
1,20|23|26|37
1,20|23|28|39
1,20|23|33|38
1,20|23|34|37
1,20|24|27|28
1,20|24|27|29
1,20|24|27|36
1,20|24|29|36
1,20|24|37|38
1,20|25|27|34
1,20|25|30|36
1,20|25|35|43
1,20|26|32|38
2,20|26|34|37
1,20|26|36|40
1,20|27|29|36
1,20|27|32|40
1,20|27|40|43
1,20|28|30|31
1,20|28|30|41
1,20|28|31|41
1,20|28|36|37
1,20|28|37|39
1,20|29|39|40
1,20|30|31|41
1,20|34|35|43
1,21|22|24|32
1,21|22|37|38
1,21|23|31|32
1,21|23|36|37
1,21|24|31|39
1,21|24|31|42
1,21|24|39|42
1,21|25|27|34
1,21|26|30|31
1,21|26|30|37
1,21|26|31|37
1,21|30|31|37
1,21|31|32|33
1,21|31|33|35
1,21|31|33|41
1,21|31|34|42
1,21|31|35|41
1,21|31|39|42
1,21|32|33|34
1,21|33|34|42
1,21|33|35|41
1,22|23|26|28
1,22|23|31|38
1,22|24|25|32
1,22|24|25|40
1,22|24|33|43
1,22|24|41|43
1,22|25|26|40
1,22|25|26|43
1,22|25|30|40
1,22|25|31|40
1,22|25|32|33
1,22|25|32|40
1,22|25|40|43
1,22|26|36|38
1,22|26|40|43
1,22|27|28|30
1,22|27|28|34
1,22|27|30|34
1,22|28|29|38
1,22|28|30|34
1,22|28|35|37
1,22|29|32|40
1,22|30|35|39
1,23|24|25|26
1,23|24|25|29
1,23|24|25|38
1,23|24|25|40
1,23|24|26|38
1,23|24|26|42
1,23|24|29|40
1,23|24|30|34
1,23|24|30|41
1,23|24|34|41
1,23|24|36|38
1,23|25|26|27
1,23|25|26|29
1,23|25|26|36
1,23|25|26|38
2,23|25|26|41
1,23|25|27|41
1,23|25|29|40
1,23|25|29|41
1,23|25|33|36
1,23|26|27|41
1,23|26|28|37
1,23|26|28|43
1,23|26|29|41
1,23|26|34|37
1,23|26|35|36
1,23|26|37|43
1,23|27|28|34
1,23|27|33|42
1,23|28|30|40
1,23|28|35|37
1,23|28|35|38
1,23|28|37|38
1,23|28|37|43
1,23|30|32|40
1,23|30|34|41
1,23|31|39|42
1,23|33|35|36
1,23|35|37|38
1,24|25|26|38
1,24|25|29|40
1,24|25|40|42
1,24|27|29|36
1,24|27|32|39
1,24|29|41|43
1,24|30|34|41
1,24|31|32|34
1,24|31|32|42
1,24|31|34|42
1,24|31|39|42
1,24|32|34|42
1,24|33|35|36
1,24|33|35|41
1,24|33|36|41
1,24|34|37|40
1,24|35|36|41
1,24|36|38|42
1,25|26|27|29
1,25|26|27|41
1,25|26|28|35
1,25|26|29|41
1,25|26|40|43
1,25|28|34|36
1,25|29|32|35
2,25|29|32|41
1,25|29|35|41
1,25|29|36|43
1,25|31|32|34
1,25|31|33|39
1,25|31|33|41
1,25|31|38|43
1,25|32|35|41
1,26|27|30|32
1,26|28|37|43
1,26|29|30|35
1,26|29|30|36
1,26|29|35|36
1,26|30|31|37
1,26|30|35|36
1,26|30|37|40
1,26|31|35|38
1,26|31|38|39
1,26|31|39|40
1,26|32|36|42
1,26|33|35|40
1,27|28|30|34
1,27|28|36|40
1,27|33|35|40
1,27|34|36|39
1,27|35|39|42
1,27|39|40|41
1,27|39|40|42
1,27|39|41|42
1,27|40|41|42
1,28|29|37|40
1,28|30|31|41
1,28|31|33|41
1,28|31|35|43
1,28|32|41|43
1,28|35|37|38
1,29|30|31|42
1,29|30|35|36
1,29|30|36|37
1,29|32|35|41
1,29|32|40|43
1,29|36|38|39
1,30|32|35|36
1,30|38|39|41
1,31|32|34|41
1,31|32|34|42
1,31|33|34|42
1,31|33|35|41
1,32|34|41|43
1,32|35|36|37
1,32|35|42|43
1,32|37|38|41
1,33|35|36|41
1,36|37|38|42
1,39|40|41|42
1,40|41|42|43
