conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
69,22,6,11,5,2,11|10|8|7|3|11|9|12|3|6|1|2|14|1|10|3|1|9|9|7|1|35|1|2|2|2|2|5|10|3|2|4|1|13|4|13|7|5|8|2|4|9|3|17|10|5|5|18|1|7|10|2|3|20|6|10|7|10|5|12|1|5|7|7|20|1|2|6|4|2,0.02881002087682672,0.6762700069589423,1.0,1.0,0.02881002087682672
49,16,9,4,5,2,4|13|27|2|7|8|4|3|3|2|33|3|5|10|14|9|15|11|7|8|2|6|35|11|15|29|5|26|6|2|10|1|2|11|19|2|5|17|4|23|8|3|6|7|13|1|3|5|12|1,0.02045929018789144,0.6734864300626304,1.0,1.0,0.02045929018789144
59,7,7,2,5,1,2|1|6|4|13|4|3|2|10|12|19|10|5|2|7|21|5|7|11|11|4|3|2|5|11|6|15|14|5|1|1|2|6|1|5|1|8|13|15|1|9|3|21|17|1|15|5|6|6|6|23|18|3|11|1|2|18|20|1|18,0.024634655532359082,0.6748782185107863,1.0,1.0,0.024634655532359082
66,4,7,2,5,2,2|7|1|5|7|3|4|23|13|12|28|5|6|3|4|7|6|1|4|6|9|12|19|4|2|2|1|9|7|6|4|1|7|9|1|7|2|11|12|27|12|2|21|4|14|2|2|6|2|3|2|10|2|5|24|2|13|6|4|10|4|3|6|1|11|3|5,0.02755741127348643,0.6758524704244954,1.0,1.0,0.02755741127348643
60,5,7,1,6,1,1|12|35|1|5|5|2|5|4|4|5|1|7|5|2|2|9|1|1|7|7|3|1|4|13|3|7|14|7|6|3|1|25|20|14|2|8|3|18|13|3|5|25|10|4|3|12|2|20|2|21|2|15|14|9|5|25|4|7|1|3,0.025052192066805846,0.6750173973556018,1.0,1.0,0.025052192066805846
59,20,7,1,6,1,1|6|1|15|10|1|13|16|11|34|3|27|26|30|4|1|10|2|3|5|8|17|2|2|7|4|1|15|10|7|2|16|16|4|3|1|19|16|11|2|1|2|1|1|3|19|2|11|1|15|6|1|10|10|2|3|1|3|1|3,0.024634655532359082,0.6748782185107863,1.0,1.0,0.024634655532359082
67,40,7,0,7,2,0|5|3|20|6|6|1|2|1|2|14|3|9|17|4|3|6|10|5|3|19|20|2|5|8|1|4|22|3|2|7|21|2|2|14|10|12|5|2|22|1|2|10|3|12|1|26|11|10|6|6|1|2|10|2|7|5|9|10|9|12|4|1|1|4|5|5|0,0.027974947807933193,0.4526583159359778,0.33,1.0,0.027974947807933193
46,42,10,3,7,3,3|3|10|11|42|13|2|1|4|4|12|23|3|22|31|7|1|21|12|9|3|14|13|12|4|16|5|3|9|1|38|3|2|9|5|3|4|22|16|5|7|3|6|15|1|22|3,0.019206680584551147,0.6730688935281837,1.0,1.0,0.019206680584551147
52,39,9,2,7,5|1,2|2|5|6|4|5|11|2|2|14|9|1|6|12|7|21|23|8|3|2|5|1|10|10|1|11|1|1|4|5|5|21|10|16|4|14|1|13|32|9|6|3|8|12|7|8|7|5|23|14|25|14|27,0.021711899791231733,0.6739039665970772,1.0,1.0,0.021711899791231733
57,35,8,1,7,1,1|4|2|8|14|1|15|6|8|3|2|8|7|2|10|1|12|6|8|4|12|42|6|2|15|27|2|20|12|2|4|3|6|9|14|11|6|1|4|4|17|1|12|5|1|10|1|19|7|22|11|8|11|1|3|1|4|20,0.023799582463465554,0.6745998608211551,1.0,1.0,0.023799582463465554
60,26,7,0,7,2,0|14|3|3|26|3|5|2|1|2|5|19|21|11|9|12|8|4|5|1|8|1|1|1|10|2|11|2|1|12|9|9|5|5|2|7|3|7|3|9|3|14|8|5|2|21|4|8|22|36|2|4|14|5|3|20|21|10|1|2|11,0.025052192066805846,0.4516840640222686,0.33,1.0,0.025052192066805846
47,33,9,2,7,1,2|3|4|1|1|16|11|16|7|11|19|17|8|13|3|11|14|32|9|7|16|6|24|11|13|23|3|6|1|2|1|6|1|6|16|2|23|1|23|13|5|17|1|1|23|20|1|8,0.01962421711899791,0.6732080723729993,1.0,1.0,0.01962421711899791
62,3,7,14,7,8,14|20|1|4|5|1|3|11|8|18|5|5|1|1|4|8|7|2|21|9|3|6|4|6|3|6|8|2|33|3|11|8|5|3|5|2|5|14|2|8|1|17|15|4|15|6|1|7|8|8|16|8|4|9|9|5|29|13|5|8|1|4|0,0.025887265135699375,0.6752957550452331,1.0,1.0,0.025887265135699375
49,38,9,1,8,1,1|23|27|4|9|16|2|1|2|10|3|5|28|4|2|5|12|10|5|2|26|4|16|2|8|12|6|4|1|2|11|5|23|34|3|24|11|1|13|22|1|3|9|20|7|6|17|14|1|1,0.02045929018789144,0.6734864300626304,1.0,1.0,0.02045929018789144
50,43,9,1,8,1,1|2|3|7|1|1|1|10|8|18|4|12|9|5|18|2|23|19|8|18|60|5|3|1|9|1|34|17|4|1|22|17|12|4|11|5|5|12|24|2|2|2|1|1|13|3|1|1|21|9|5,0.020876826722338204,0.673625608907446,1.0,1.0,0.020876826722338204
58,28,8,0,8,2|1,0|12|17|2|12|8|4|22|3|8|4|17|5|32|12|12|15|2|7|11|2|2|2|3|1|11|9|6|5|12|6|9|1|11|2|5|10|16|3|1|4|1|3|2|3|9|16|1|12|19|17|9|7|11|3|29|1|8|1,0.024217118997912318,0.4514057063326375,0.33,1.0,0.024217118997912318
58,15,8,0,8,1,0|7|14|11|6|8|7|14|15|11|2|10|8|19|1|1|8|2|2|2|1|1|16|13|1|3|12|6|2|6|23|1|3|1|1|10|17|2|1|3|6|4|27|4|8|1|8|18|1|4|6|19|21|10|28|6|14|19|3,0.024217118997912318,0.4514057063326375,0.33,1.0,0.024217118997912318
40,21,11,19,8,2|3,19|19|2|9|45|15|11|3|9|2|15|16|21|14|10|5|13|4|11|47|8|2|22|26|3|4|11|16|6|1|10|8|15|6|3|27|3|6|9|2|0,0.016701461377870562,0.6722338204592901,1.0,1.0,0.016701461377870562
49,17,9,17,8,2,17|18|7|7|4|11|3|19|6|8|3|17|47|4|5|2|14|3|23|16|23|1|21|4|6|2|6|4|14|7|1|10|6|6|19|16|2|2|2|9|8|17|12|9|8|2|7|5|5|10,0.02045929018789144,0.6734864300626304,1.0,1.0,0.02045929018789144
48,14,9,0,9,3,0|19|33|2|19|9|3|3|24|29|17|1|16|4|32|12|2|2|8|8|20|6|4|7|2|2|4|5|6|15|3|4|5|9|22|1|14|3|3|13|7|16|2|4|24|3|3|22|6,0.020041753653444676,0.4500139178844816,0.33,1.0,0.020041753653444676
55,18,8,18,10,2,18|1|6|31|4|10|3|11|6|1|13|2|1|4|3|8|5|2|4|2|33|5|10|9|1|4|8|2|6|2|14|13|9|7|3|11|4|7|7|6|17|15|6|4|6|24|3|12|3|3|15|2|27|2|16|27,0.022964509394572025,0.674321503131524,1.0,1.0,0.022964509394572025
62,2,7,18,11,3,18|3|21|13|7|13|6|4|3|10|18|5|25|1|5|8|7|8|3|2|8|16|1|3|13|5|2|3|10|6|5|2|14|3|5|11|15|3|4|2|19|3|13|13|2|4|7|16|6|4|3|7|5|1|1|12|1|3|5|3|5|4|30,0.025887265135699375,0.6752957550452331,1.0,1.0,0.025887265135699375
62,10,7,20,13,4,20|1|2|35|8|4|4|3|7|3|13|6|5|4|7|5|5|9|19|8|10|10|6|10|5|3|6|2|5|4|12|2|10|28|3|9|7|6|6|4|2|33|19|7|1|2|9|11|4|4|3|5|1|4|1|7|13|4|7|9|4|12|0,0.025887265135699375,0.6752957550452331,1.0,1.0,0.025887265135699375
55,41,8,22,14,2,22|2|6|2|21|4|9|2|6|2|11|12|11|4|12|18|2|4|5|8|6|1|7|21|10|8|7|2|4|2|41|5|21|1|5|1|6|25|3|1|2|1|50|4|12|5|20|1|2|3|2|1|4|12|10|9,0.022964509394572025,0.674321503131524,1.0,1.0,0.022964509394572025
67,8,7,22,15,1,22|5|5|4|5|2|11|6|5|10|3|6|10|1|23|10|3|3|2|7|12|12|20|5|4|1|5|1|3|1|4|1|11|9|3|15|5|18|8|1|13|1|3|7|10|4|10|4|11|1|16|1|1|2|1|15|2|17|12|2|6|2|25|11|7|8|2|2,0.027974947807933193,0.675991649269311,1.0,1.0,0.027974947807933193
58,36,8,23,15,5|1,23|3|5|1|11|1|1|2|1|27|8|3|4|14|1|2|16|5|2|1|11|3|4|2|5|2|3|15|15|13|12|19|18|3|5|5|1|24|18|14|1|2|6|10|7|5|11|3|8|5|4|15|12|5|13|2|3|19|24,0.024217118997912318,0.6747390396659707,1.0,1.0,0.024217118997912318
50,37,9,28,19,1,28|1|8|14|26|2|11|6|4|27|3|1|18|8|2|6|3|1|23|1|3|7|1|15|27|10|12|11|5|6|3|1|32|1|18|1|8|24|3|6|7|1|4|2|13|9|32|1|12|8|2,0.020876826722338204,0.673625608907446,1.0,1.0,0.020876826722338204
