conteo,tupla,X,L,R,M,T,P,Pr,PrX,PrL,PrM
1,13|24|40,229,359,130,359|100,359|100,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,1|27|34,153,23,130,23|409|27,23|409|27,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,30|32|42,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,30|32|40,229,99,130,99|360,99|360,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,28|34|37,153,23,130,23|325|111,23|325|111,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,5|25|29,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|25|29,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|5|11,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|36|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,6|15|33,153,22,131,22|44|393,22|44|393,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,11|25|29,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|10|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,7|10|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,7|10|36,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|11|29,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|10|36,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,10|36|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,15|33|42,153,22,131,22|145|292,22|145|292,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,13|31|33,153,284,131,284|3|172,284|3|172,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,5|11|25,229,98,131,98|361,98|361,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|7|36,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|7|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,7|36|41,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,4|7|10,229,360,131,360|99,360|99,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,12|20|33,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,9|15|19,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,12|20|37,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,12|19|33,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,12|33|37,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,19|27|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,14|20|39,153,21,132,21|268|170,21|268|170,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,14|39|41,153,21,132,21|260|178,21|260|178,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,15|19|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,19|20|33,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,18|39|41,153,21,132,21|351|87,21|351|87,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,9|15|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,20|33|37,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,15|27|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,7|39|41,153,285,132,285|67|107,285|67|107,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,9|19|27,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,9|27|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,19|33|37,229,97,132,97|362,97|362,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,9|19|30,229,361,132,361|98,361|98,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,7|11|41,153,285,132,285|133|41,285|133|41,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,20|39|41,153,21,132,21|301|137,21|301|137,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,27|28|42,153,286,133,286|81|92,286|81|92,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,27|28|41,153,286,133,286|92|81,286|92|81,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,17|20|26,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,17|20|35,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|18|37,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,26|35|40,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|18|24,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|11|37,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|11|18,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,3|11|24,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,17|26|35,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,17|20|40,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
1,17|35|40,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,15|27|42,153,286,133,286|58|115,286|58|115,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,11|18|24,229,362,133,362|97,362|97,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
2,2|26|42,153,20,133,20|368|71,20|368|71,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
2,15|28|41,153,286,133,286|173|0,286|173|0,0.0004347826086956522,0.6668115942028985,1.0,1.0,0.0004347826086956522
1,20|26|35,229,96,133,96|363,96|363,0.0002173913043478261,0.6667391304347826,1.0,1.0,0.0002173913043478261
