conteo,tupla,X,L,M,T
1,6|9|15|42,180.0,334,334|26,334|26
1,6|9|37|42,180.0,334,334|26,334|26
1,6|9|39|42,180.0,272,272|88,272|88
1,6|10|12|18,180.0,167,167|193,167|193
1,6|10|12|39,180.0,167,167|193,167|193
1,6|10|14|22,180.0,51,51|309,51|309
1,6|10|14|39,180.0,51,51|309,51|309
1,6|10|18|39,180.0,167,167|193,167|193
1,6|10|22|39,180.0,51,51|309,51|309
1,6|10|23|31,180.0,250,250|110,250|110
1,6|10|23|34,180.0,250,250|110,250|110
1,6|10|31|34,180.0,250,250|110,250|110
1,6|11|12|17,180.0,281,281|79,281|79
1,6|11|12|40,180.0,281,281|79,281|79
1,6|11|17|40,180.0,281,281|79,281|79
1,6|12|14|15,180.0,127,127|233,127|233
1,6|12|14|38,180.0,127,127|233,127|233
1,6|12|15|26,180.0,133,133|227,133|227
1,6|12|15|35,180.0,133,133|227,133|227
1,6|12|15|38,180.0,127,127|233,127|233
1,6|12|16|21,180.0,222,222|138,222|138
1,6|12|16|33,180.0,222,222|138,222|138
1,6|12|17|40,180.0,281,281|79,281|79
1,6|12|18|36,180.0,324,324|36,324|36
1,6|12|18|39,180.0,167,167|193,167|193
1,6|12|21|33,180.0,222,222|138,222|138
1,6|12|26|35,180.0,133,133|227,133|227
1,6|13|14|37,180.0,163,163|197,163|197
1,6|13|15|26,180.0,179,179|181,179|181
1,6|13|15|31,180.0,179,179|181,179|181
1,6|13|26|31,180.0,179,179|181,179|181
1,6|13|28|29,180.0,117,117|243,117|243
1,6|13|29|31,180.0,290,290|70,290|70
1,6|14|15|38,180.0,127,127|233,127|233
1,6|14|16|35,180.0,276,276|84,276|84
1,6|14|17|29,180.0,343,343|17,343|17
1,6|14|21|28,180.0,14,14|346,14|346
1,6|14|21|35,180.0,14,14|346,14|346
1,6|14|22|39,180.0,51,51|309,51|309
1,6|14|25|29,180.0,69,69|291,69|291
1,6|14|25|42,180.0,69,69|291,69|291
1,6|14|26|31,180.0,252,252|108,252|108
1,6|14|28|35,180.0,14,14|346,14|346
1,6|14|29|42,180.0,69,69|291,69|291
1,6|14|32|34,180.0,327,327|33,327|33
1,6|14|32|42,180.0,327,327|33,327|33
1,6|14|34|42,180.0,327,327|33,327|33
1,6|15|19|27,180.0,245,245|115,245|115
1,6|15|19|42,180.0,245,245|115,245|115
1,6|15|26|31,180.0,179,179|181,179|181
1,6|15|26|35,180.0,133,133|227,133|227
1,6|15|27|42,180.0,245,245|115,245|115
1,6|15|37|42,180.0,334,334|26,334|26
1,6|16|20|24,180.0,226,226|134,226|134
1,6|16|20|30,180.0,226,226|134,226|134
1,6|16|21|33,180.0,222,222|138,222|138
1,6|16|23|43,180.0,282,282|78,282|78
1,6|16|24|30,180.0,226,226|134,226|134
1,6|17|23|27,180.0,283,283|77,283|77
1,6|17|23|32,180.0,283,283|77,283|77
1,6|17|24|39,180.0,158,158|202,158|202
1,6|17|24|43,180.0,158,158|202,158|202
1,6|17|27|32,180.0,283,283|77,283|77
1,6|17|31|32,180.0,233,233|127,233|127
1,6|17|31|41,180.0,233,233|127,233|127
1,6|17|32|41,180.0,233,233|127,233|127
1,6|17|39|43,180.0,158,158|202,158|202
1,6|19|23|25,180.0,111,111|249,111|249
1,6|19|23|41,180.0,111,111|249,111|249
1,6|19|25|28,180.0,358,358|2,358|2
1,6|19|25|36,180.0,358,358|2,358|2
1,6|19|25|41,180.0,111,111|249,111|249
1,6|19|27|42,180.0,245,245|115,245|115
1,6|19|28|36,180.0,358,358|2,358|2
1,6|20|24|30,180.0,226,226|134,226|134
1,6|20|25|27,180.0,267,267|93,267|93
1,6|20|25|43,180.0,267,267|93,267|93
1,6|20|27|43,180.0,267,267|93,267|93
1,6|20|33|36,180.0,202,202|158,202|158
1,6|20|33|41,180.0,202,202|158,202|158
1,6|20|36|41,180.0,202,202|158,202|158
1,6|21|28|35,180.0,14,14|346,14|346
1,6|22|25|28,180.0,166,166|194,166|194
1,6|22|25|40,180.0,166,166|194,166|194
1,6|22|28|40,180.0,166,166|194,166|194
1,6|22|33|36,180.0,161,161|199,161|199
1,6|22|33|41,180.0,161,161|199,161|199
1,6|22|36|41,180.0,161,161|199,161|199
1,6|23|25|38,180.0,192,192|168,192|168
1,6|23|25|41,180.0,111,111|249,111|249
1,6|23|27|32,180.0,283,283|77,283|77
1,6|23|31|34,180.0,250,250|110,250|110
1,6|24|39|43,180.0,158,158|202,158|202
1,6|25|27|43,180.0,267,267|93,267|93
1,6|25|28|36,180.0,358,358|2,358|2
1,6|25|28|40,180.0,166,166|194,166|194
1,6|25|29|42,180.0,69,69|291,69|291
1,6|27|32|40,180.0,121,121|239,121|239
1,6|27|32|42,180.0,121,121|239,121|239
1,6|27|40|42,180.0,121,121|239,121|239
1,6|29|34|41,180.0,120,120|240,120|240
1,6|29|34|42,180.0,120,120|240,120|240
1,6|29|41|42,180.0,120,120|240,120|240
1,6|31|32|41,180.0,233,233|127,233|127
1,6|32|34|42,180.0,327,327|33,327|33
1,6|32|40|42,180.0,121,121|239,121|239
2,6|33|36|41,120.0,161,161|41|158,161|41|158
1,6|34|41|42,180.0,120,120|240,120|240
1,7|8|18|25,180.0,239,239|121,239|121
1,7|8|18|43,180.0,239,239|121,239|121
1,7|8|25|43,180.0,239,239|121,239|121
1,7|8|27|34,180.0,154,154|206,154|206
1,7|9|12|34,180.0,44,44|316,44|316
1,7|9|16|24,180.0,177,177|183,177|183
1,7|9|16|31,180.0,177,177|183,177|183
1,7|9|24|31,180.0,177,177|183,177|183
1,7|10|24|31,180.0,284,284|76,284|76
1,7|10|24|43,180.0,284,284|76,284|76
1,7|10|25|27,180.0,73,73|287,73|287
1,7|10|31|43,180.0,284,284|76,284|76
1,7|10|36|41,180.0,261,261|99,261|99
1,7|11|16|23,180.0,203,203|157,203|157
1,7|11|16|30,180.0,17,17|343,17|343
1,7|11|16|35,180.0,17,17|343,17|343
1,7|11|19|25,180.0,176,176|184,176|184
1,7|11|23|41,180.0,319,319|41,319|41
1,7|11|23|43,180.0,319,319|41,319|41
1,7|11|30|35,180.0,17,17|343,17|343
1,7|11|39|41,180.0,186,186|174,186|174
1,7|11|41|43,180.0,319,319|41,319|41
1,7|12|12|40,180.0,49,49|311,49|311
1,7|12|19|21,180.0,338,338|22,338|22
1,7|12|26|43,180.0,243,243|117,243|117
1,7|14|16|18,180.0,43,43|317,43|317
1,7|14|16|36,180.0,43,43|317,43|317
1,7|14|18|36,180.0,43,43|317,43|317
1,7|14|19|22,180.0,168,168|192,168|192
1,7|14|25|31,180.0,23,23|337,23|337
1,7|14|35|43,180.0,46,46|314,46|314
1,7|16|18|36,180.0,43,43|317,43|317
1,7|16|18|37,180.0,271,271|89,271|89
1,7|16|18|40,180.0,271,271|89,271|89
1,7|16|19|20,180.0,95,95|265,95|265
1,7|16|19|37,180.0,95,95|265,95|265
1,7|16|20|37,180.0,95,95|265,95|265
1,7|16|24|31,180.0,177,177|183,177|183
1,7|16|30|35,180.0,17,17|343,17|343
1,7|16|37|40,180.0,271,271|89,271|89
1,7|17|18|30,180.0,266,266|94,266|94
1,7|17|18|33,180.0,266,266|94,266|94
1,7|17|30|33,180.0,266,266|94,266|94
1,7|18|23|31,180.0,22,22|338,22|338
1,7|18|23|36,180.0,22,22|338,22|338
1,7|18|25|43,180.0,239,239|121,239|121
1,7|18|30|33,180.0,266,266|94,266|94
1,7|18|31|36,180.0,22,22|338,22|338
1,7|18|37|40,180.0,271,271|89,271|89
1,7|19|20|37,180.0,95,95|265,95|265
1,7|20|34|37,180.0,235,235|125,235|125
1,7|20|36|42,180.0,259,259|101,259|101
1,7|20|36|43,180.0,259,259|101,259|101
1,7|20|42|43,180.0,259,259|101,259|101
1,7|22|25|36,180.0,119,119|241,119|241
1,7|22|25|37,180.0,119,119|241,119|241
1,7|22|29|32,180.0,351,351|9,351|9
1,7|22|29|41,180.0,351,351|9,351|9
1,7|22|32|41,180.0,351,351|9,351|9
1,7|22|36|37,180.0,119,119|241,119|241
1,7|23|24|34,180.0,336,336|24,336|24
1,7|23|24|39,180.0,336,336|24,336|24
1,7|23|30|33,180.0,337,337|23,337|23
1,7|23|30|35,180.0,92,92|268,92|268
1,7|23|30|36,180.0,337,337|23,337|23
1,7|23|31|36,180.0,22,22|338,22|338
1,7|23|33|36,180.0,337,337|23,337|23
1,7|23|34|39,180.0,336,336|24,336|24
1,7|23|41|43,180.0,319,319|41,319|41
1,7|24|29|30,180.0,28,28|332,28|332
1,7|24|29|38,180.0,28,28|332,28|332
1,7|24|30|38,180.0,28,28|332,28|332
1,7|24|31|43,180.0,284,284|76,284|76
1,7|24|34|39,180.0,336,336|24,336|24
1,7|25|36|37,180.0,119,119|241,119|241
1,7|29|30|38,180.0,28,28|332,28|332
1,7|29|32|41,180.0,351,351|9,351|9
1,7|30|33|36,180.0,337,337|23,337|23
1,7|36|42|43,180.0,259,259|101,259|101
1,7|37|38|39,180.0,253,253|107,253|107
1,7|37|38|41,180.0,253,253|107,253|107
1,7|37|39|41,180.0,253,253|107,253|107
1,7|38|39|41,180.0,253,253|107,253|107
1,8|9|12|39,180.0,102,102|258,102|258
1,8|9|19|23,180.0,216,216|144,216|144
1,8|9|19|38,180.0,216,216|144,216|144
1,8|9|23|38,180.0,216,216|144,216|144
1,8|9|25|33,180.0,74,74|286,74|286
1,8|10|13|20,180.0,66,66|294,66|294
1,8|10|15|39,180.0,218,218|142,218|142
1,8|11|13|18,180.0,93,93|267,93|267
1,8|11|13|27,180.0,93,93|267,93|267
1,8|11|15|35,180.0,54,54|306,54|306
1,8|11|15|40,180.0,54,54|306,54|306
1,8|11|16|32,180.0,7,7|353,7|353
1,8|11|17|23,180.0,247,247|113,247|113
1,8|11|17|39,180.0,247,247|113,247|113
1,8|11|18|27,180.0,93,93|267,93|267
1,8|11|22|35,180.0,234,234|126,234|126
1,8|11|22|41,180.0,234,234|126,234|126
1,8|11|23|39,180.0,247,247|113,247|113
1,8|11|35|40,180.0,54,54|306,54|306
1,8|11|35|41,180.0,234,234|126,234|126
1,8|12|16|21,180.0,38,38|322,38|322
1,8|12|16|27,180.0,38,38|322,38|322
1,8|12|17|35,180.0,116,116|244,116|244
1,8|12|17|43,180.0,63,63|297,63|297
1,8|12|20|36,180.0,350,350|10,350|10
1,8|12|20|40,180.0,350,350|10,350|10
1,8|12|21|27,180.0,38,38|322,38|322
1,8|12|22|29,180.0,300,300|60,300|60
1,8|12|22|39,180.0,300,300|60,300|60
1,8|12|29|39,180.0,300,300|60,300|60
1,8|12|36|40,180.0,350,350|10,350|10
1,8|13|14|37,180.0,163,163|197,163|197
1,8|13|18|27,180.0,93,93|267,93|267
1,8|13|28|29,180.0,117,117|243,117|243
1,8|13|29|31,180.0,290,290|70,290|70
1,8|14|17|23,180.0,82,82|278,82|278
1,8|14|17|37,180.0,82,82|278,82|278
1,8|14|19|28,180.0,29,29|331,29|331
1,8|14|20|22,180.0,291,291|69,291|69
1,8|14|20|42,180.0,291,291|69,291|69
1,8|14|22|42,180.0,291,291|69,291|69
1,8|14|23|37,180.0,82,82|278,82|278
1,8|14|23|40,180.0,37,37|323,37|323
1,8|15|28|38,180.0,178,178|182,178|182
1,8|15|28|42,180.0,178,178|182,178|182
1,8|15|35|40,180.0,54,54|306,54|306
1,8|15|38|42,180.0,178,178|182,178|182
1,8|16|19|35,180.0,321,321|39,321|39
1,8|16|19|41,180.0,321,321|39,321|39
1,8|16|21|27,180.0,38,38|322,38|322
1,8|16|25|36,180.0,208,208|152,208|152
1,8|16|25|37,180.0,208,208|152,208|152
1,8|16|35|41,180.0,321,321|39,321|39
1,8|16|36|37,180.0,208,208|152,208|152
1,8|17|21|25,180.0,201,201|159,201|159
1,8|17|21|40,180.0,201,201|159,201|159
1,8|17|23|37,180.0,82,82|278,82|278
1,8|17|23|39,180.0,247,247|113,247|113
1,8|17|25|40,180.0,201,201|159,201|159
1,8|17|26|27,180.0,21,21|339,21|339
1,8|17|26|31,180.0,21,21|339,21|339
1,8|17|27|31,180.0,21,21|339,21|339
1,8|18|25|29,180.0,47,47|313,47|313
1,8|18|25|43,180.0,239,239|121,239|121
1,8|19|20|35,180.0,100,100|260,100|260
1,8|19|22|25,180.0,83,83|277,83|277
1,8|19|22|38,180.0,83,83|277,83|277
1,8|19|23|38,180.0,216,216|144,216|144
1,8|19|25|36,180.0,59,59|301,59|301
2,8|19|25|38,120.0,59,59|24|277,59|24|277
1,8|19|35|41,180.0,321,321|39,321|39
1,8|19|36|38,180.0,59,59|301,59|301
1,8|20|22|42,180.0,291,291|69,291|69
1,8|20|25|27,180.0,241,241|119,241|119
1,8|20|32|36,180.0,199,199|161,199|161
1,8|20|32|40,180.0,199,199|161,199|161
2,8|20|36|40,120.0,199,199|151|10,199|151|10
1,8|21|25|40,180.0,201,201|159,201|159
1,8|21|34|35,180.0,130,130|230,130|230
1,8|22|25|38,180.0,83,83|277,83|277
1,8|22|29|39,180.0,300,300|60,300|60
1,8|22|35|41,180.0,234,234|126,234|126
1,8|23|24|32,180.0,269,269|91,269|91
1,8|23|24|36,180.0,269,269|91,269|91
1,8|23|32|36,180.0,269,269|91,269|91
1,8|24|26|33,180.0,213,213|147,213|147
1,8|24|26|35,180.0,213,213|147,213|147
1,8|24|32|36,180.0,269,269|91,269|91
1,8|24|33|35,180.0,213,213|147,213|147
1,8|25|28|40,180.0,137,137|223,137|223
1,8|25|36|37,180.0,208,208|152,208|152
1,8|25|36|38,180.0,59,59|301,59|301
1,8|26|27|31,180.0,21,21|339,21|339
1,8|26|33|35,180.0,213,213|147,213|147
1,8|28|38|42,180.0,178,178|182,178|182
1,8|32|34|40,180.0,151,151|209,151|209
1,8|32|36|40,180.0,199,199|161,199|161
1,9|10|35|40,180.0,103,103|257,103|257
1,9|12|16|18,180.0,246,246|114,246|114
1,9|12|16|34,180.0,246,246|114,246|114
1,9|12|18|32,180.0,275,275|85,275|85
1,9|12|18|34,180.0,246,246|114,246|114
1,9|12|18|37,180.0,299,299|61,299|61
1,9|12|18|38,180.0,275,275|85,275|85
1,9|12|18|41,180.0,299,299|61,299|61
1,9|12|23|33,180.0,45,45|315,45|315
1,9|12|23|36,180.0,45,45|315,45|315
1,9|12|31|33,180.0,129,129|231,129|231
1,9|12|31|43,180.0,129,129|231,129|231
1,9|12|32|38,180.0,275,275|85,275|85
1,9|12|33|36,180.0,45,45|315,45|315
1,9|12|33|43,180.0,129,129|231,129|231
1,9|12|34|40,180.0,345,345|15,345|15
1,9|12|37|41,180.0,299,299|61,299|61
1,9|13|16|30,180.0,11,11|349,11|349
1,9|13|18|19,180.0,124,124|236,124|236
1,9|13|18|33,180.0,124,124|236,124|236
1,9|13|19|33,180.0,124,124|236,124|236
1,9|13|31|33,180.0,185,185|175,185|175
1,9|13|31|41,180.0,185,185|175,185|175
1,9|13|33|41,180.0,185,185|175,185|175
1,9|14|25|26,180.0,183,183|177,183|177
1,9|14|25|37,180.0,183,183|177,183|177
1,9|14|26|37,180.0,183,183|177,183|177
1,9|14|28|33,180.0,200,200|160,200|160
1,9|14|28|43,180.0,200,200|160,200|160
1,9|14|31|34,180.0,61,61|299,61|299
1,9|14|33|43,180.0,200,200|160,200|160
1,9|15|19|27,180.0,262,262|98,262|98
1,9|15|19|30,180.0,262,262|98,262|98
1,9|15|24|29,180.0,78,78|282,78|282
1,9|15|27|30,180.0,262,262|98,262|98
1,9|15|37|42,180.0,334,334|26,334|26
1,9|16|18|34,180.0,246,246|114,246|114
1,9|16|20|28,180.0,143,143|217,143|217
1,9|16|20|37,180.0,143,143|217,143|217
1,9|16|24|31,180.0,177,177|183,177|183
1,9|16|28|37,180.0,143,143|217,143|217
1,9|17|27|42,180.0,80,80|280,80|280
1,9|17|28|31,180.0,53,53|307,53|307
1,9|17|28|35,180.0,10,10|350,10|350
1,9|17|28|38,180.0,10,10|350,10|350
1,9|17|28|40,180.0,53,53|307,53|307
1,9|17|31|40,180.0,53,53|307,53|307
1,9|17|35|38,180.0,10,10|350,10|350
1,9|18|19|33,180.0,124,124|236,124|236
1,9|18|32|38,180.0,275,275|85,275|85
1,9|18|37|41,180.0,299,299|61,299|61
1,9|19|20|36,180.0,3,3|357,3|357
1,9|19|20|37,180.0,3,3|357,3|357
1,9|19|23|38,180.0,216,216|144,216|144
1,9|19|27|30,180.0,262,262|98,262|98
1,9|19|36|37,180.0,3,3|357,3|357
1,9|20|24|31,180.0,344,344|16,344|16
1,9|20|24|33,180.0,344,344|16,344|16
1,9|20|28|37,180.0,143,143|217,143|217
1,9|20|31|33,180.0,344,344|16,344|16
1,9|20|35|43,180.0,56,56|304,56|304
1,9|20|36|37,180.0,3,3|357,3|357
1,9|23|33|36,180.0,45,45|315,45|315
1,9|24|31|33,180.0,344,344|16,344|16
1,9|25|26|37,180.0,183,183|177,183|177
1,9|27|29|35,180.0,106,106|254,106|254
1,9|28|31|40,180.0,53,53|307,53|307
1,9|28|33|43,180.0,200,200|160,200|160
1,9|28|35|38,180.0,10,10|350,10|350
1,9|31|33|41,180.0,185,185|175,185|175
1,9|31|33|43,180.0,129,129|231,129|231
1,10|11|15|28,180.0,77,77|283,77|283
1,10|11|15|31,180.0,126,126|234,126|234
1,10|11|15|35,180.0,77,77|283,77|283
1,10|11|15|38,180.0,126,126|234,126|234
1,10|11|28|35,180.0,77,77|283,77|283
1,10|11|31|38,180.0,126,126|234,126|234
1,10|11|37|40,180.0,16,16|344,16|344
1,10|11|37|41,180.0,16,16|344,16|344
1,10|11|40|41,180.0,16,16|344,16|344
1,10|12|13|32,180.0,196,196|164,196|164
1,10|12|13|38,180.0,196,196|164,196|164
1,10|12|16|17,180.0,256,256|104,256|104
1,10|12|16|27,180.0,256,256|104,256|104
1,10|12|17|27,180.0,256,256|104,256|104
1,10|12|18|39,180.0,167,167|193,167|193
1,10|12|25|27,180.0,118,118|242,118|242
1,10|12|25|41,180.0,118,118|242,118|242
1,10|12|27|41,180.0,118,118|242,118|242
1,10|12|32|38,180.0,196,196|164,196|164
1,10|12|34|35,180.0,221,221|139,221|139
1,10|12|34|36,180.0,221,221|139,221|139
1,10|12|35|36,180.0,221,221|139,221|139
1,10|13|21|38,180.0,314,314|46,314|46
1,10|13|22|26,180.0,34,34|326,34|326
1,10|13|22|42,180.0,34,34|326,34|326
1,10|13|26|42,180.0,34,34|326,34|326
1,10|13|32|38,180.0,196,196|164,196|164
1,10|14|18|20,180.0,265,265|95,265|95
1,10|14|18|33,180.0,265,265|95,265|95
1,10|14|19|39,180.0,182,182|178,182|178
1,10|14|19|41,180.0,182,182|178,182|178
1,10|14|20|21,180.0,210,210|150,210|150
1,10|14|20|33,180.0,265,265|95,265|95
1,10|14|20|41,180.0,210,210|150,210|150
1,10|14|21|41,180.0,210,210|150,210|150
1,10|14|22|39,180.0,51,51|309,51|309
1,10|14|27|35,180.0,136,136|224,136|224
1,10|14|27|41,180.0,136,136|224,136|224
1,10|14|29|30,180.0,184,184|176,184|176
1,10|14|29|42,180.0,184,184|176,184|176
1,10|14|30|42,180.0,184,184|176,184|176
1,10|14|34|40,180.0,142,142|218,142|218
1,10|14|35|41,180.0,136,136|224,136|224
1,10|14|39|41,180.0,182,182|178,182|178
1,10|15|16|29,180.0,87,87|273,87|273
1,10|15|16|39,180.0,87,87|273,87|273
1,10|15|20|32,180.0,67,67|293,67|293
1,10|15|20|41,180.0,67,67|293,67|293
1,10|15|28|35,180.0,77,77|283,77|283
1,10|15|29|39,180.0,87,87|273,87|273
1,10|15|31|38,180.0,126,126|234,126|234
1,10|15|32|41,180.0,67,67|293,67|293
1,10|16|17|27,180.0,256,256|104,256|104
1,10|16|18|35,180.0,340,340|20,340|20
1,10|16|18|40,180.0,340,340|20,340|20
1,10|16|19|23,180.0,317,317|43,317|43
1,10|16|19|34,180.0,317,317|43,317|43
1,10|16|23|25,180.0,94,94|266,94|266
1,10|16|23|34,180.0,317,317|43,317|43
1,10|16|25|41,180.0,97,97|263,97|263
1,10|16|29|39,180.0,87,87|273,87|273
1,10|16|35|40,180.0,340,340|20,340|20
1,10|17|24|29,180.0,152,152|208,152|208
1,10|17|24|37,180.0,318,318|42,318|42
1,10|17|24|42,180.0,318,318|42,318|42
1,10|17|24|43,180.0,152,152|208,152|208
1,10|17|29|43,180.0,152,152|208,152|208
1,10|17|37|42,180.0,318,318|42,318|42
1,10|18|19|36,180.0,254,254|106,254|106
1,10|18|19|43,180.0,254,254|106,254|106
1,10|18|20|33,180.0,265,265|95,265|95
1,10|18|21|24,180.0,20,20|340,20|340
1,10|18|21|43,180.0,20,20|340,20|340
1,10|18|24|43,180.0,20,20|340,20|340
1,10|18|35|40,180.0,340,340|20,340|20
1,10|18|36|43,180.0,254,254|106,254|106
1,10|19|23|34,180.0,317,317|43,317|43
1,10|19|36|43,180.0,254,254|106,254|106
1,10|19|39|41,180.0,182,182|178,182|178
1,10|20|21|34,180.0,13,13|347,13|347
1,10|20|21|36,180.0,13,13|347,13|347
1,10|20|21|41,180.0,210,210|150,210|150
1,10|20|25|28,180.0,123,123|237,123|237
1,10|20|25|30,180.0,123,123|237,123|237
1,10|20|28|30,180.0,123,123|237,123|237
1,10|20|30|39,180.0,105,105|255,105|255
1,10|20|32|33,180.0,135,135|225,135|225
1,10|20|32|41,180.0,67,67|293,67|293
1,10|20|34|36,180.0,13,13|347,13|347
1,10|21|23|35,180.0,311,311|49,311|49
1,10|21|24|43,180.0,20,20|340,20|340
1,10|21|34|36,180.0,13,13|347,13|347
1,10|22|26|42,180.0,34,34|326,34|326
1,10|23|25|26,180.0,274,274|86,274|86
1,10|23|25|33,180.0,274,274|86,274|86
1,10|23|26|33,180.0,274,274|86,274|86
1,10|23|31|34,180.0,250,250|110,250|110
1,10|23|38|43,180.0,173,173|187,173|187
1,10|24|29|43,180.0,152,152|208,152|208
1,10|24|31|43,180.0,284,284|76,284|76
1,10|24|37|42,180.0,318,318|42,318|42
1,10|25|26|33,180.0,274,274|86,274|86
1,10|25|27|41,180.0,118,118|242,118|242
1,10|25|28|30,180.0,123,123|237,123|237
1,10|25|29|35,180.0,138,138|222,138|222
1,10|25|29|37,180.0,138,138|222,138|222
1,10|25|35|37,180.0,138,138|222,138|222
1,10|27|30|31,180.0,18,18|342,18|342
1,10|27|35|41,180.0,136,136|224,136|224
1,10|28|35|41,180.0,315,315|45,315|45
1,10|29|30|42,180.0,184,184|176,184|176
1,10|29|35|37,180.0,138,138|222,138|222
1,10|32|40|42,180.0,169,169|191,169|191
1,10|34|35|36,180.0,221,221|139,221|139
1,10|37|40|41,180.0,16,16|344,16|344
1,11|12|16|26,180.0,148,148|212,148|212
1,11|12|17|40,180.0,281,281|79,281|79
1,11|12|25|33,180.0,238,238|122,238|122
1,11|12|25|39,180.0,238,238|122,238|122
1,11|12|33|39,180.0,238,238|122,238|122
1,11|12|39|40,180.0,251,251|109,251|109
1,11|12|39|43,180.0,251,251|109,251|109
1,11|12|40|43,180.0,251,251|109,251|109
1,11|13|18|27,180.0,93,93|267,93|267
1,11|14|16|36,180.0,107,107|253,107|253
1,11|14|20|30,180.0,112,112|248,112|248
1,11|14|20|34,180.0,112,112|248,112|248
1,11|14|30|34,180.0,112,112|248,112|248
1,11|15|23|24,180.0,294,294|66,294|66
1,11|15|23|25,180.0,294,294|66,294|66
1,11|15|24|25,180.0,294,294|66,294|66
1,11|15|28|35,180.0,77,77|283,77|283
1,11|15|31|38,180.0,126,126|234,126|234
1,11|15|35|40,180.0,54,54|306,54|306
1,11|16|30|35,180.0,17,17|343,17|343
1,11|17|23|39,180.0,247,247|113,247|113
1,11|18|23|32,180.0,301,301|59,301|59
1,11|18|23|40,180.0,301,301|59,301|59
1,11|18|23|43,180.0,113,113|247,113|247
1,11|18|24|37,180.0,263,263|97,263|97
1,11|18|29|35,180.0,115,115|245,115|245
1,11|18|29|37,180.0,115,115|245,115|245
1,11|18|32|40,180.0,301,301|59,301|59
1,11|18|35|37,180.0,115,115|245,115|245
1,11|19|27|28,180.0,354,354|6,354|6
1,11|19|27|37,180.0,354,354|6,354|6
1,11|19|28|37,180.0,354,354|6,354|6
1,11|19|29|36,180.0,89,89|271,89|271
1,11|19|29|40,180.0,89,89|271,89|271
1,11|19|36|40,180.0,89,89|271,89|271
1,11|20|21|23,180.0,197,197|163,197|163
1,11|20|21|32,180.0,197,197|163,197|163
1,11|20|21|38,180.0,58,58|302,58|302
1,11|20|21|40,180.0,58,58|302,58|302
1,11|20|23|32,180.0,197,197|163,197|163
1,11|20|30|34,180.0,112,112|248,112|248
1,11|20|38|40,180.0,58,58|302,58|302
1,11|21|23|32,180.0,197,197|163,197|163
1,11|21|27|41,180.0,206,206|154,206|154
1,11|21|27|43,180.0,206,206|154,206|154
1,11|21|31|32,180.0,307,307|53,307|53
1,11|21|31|39,180.0,307,307|53,307|53
1,11|21|32|39,180.0,307,307|53,307|53
1,11|21|33|39,180.0,84,84|276,84|276
1,11|21|33|43,180.0,84,84|276,84|276
1,11|21|38|40,180.0,58,58|302,58|302
1,11|21|39|43,180.0,84,84|276,84|276
1,11|21|41|43,180.0,206,206|154,206|154
1,11|22|25|26,180.0,26,26|334,26|334
1,11|22|35|41,180.0,234,234|126,234|126
1,11|23|24|25,180.0,294,294|66,294|66
1,11|23|32|40,180.0,301,301|59,301|59
1,11|23|33|36,180.0,293,293|67,293|67
1,11|23|33|42,180.0,293,293|67,293|67
1,11|23|36|42,180.0,293,293|67,293|67
1,11|23|41|43,180.0,319,319|41,319|41
1,11|24|28|39,180.0,98,98|262,98|262
1,11|25|33|39,180.0,238,238|122,238|122
1,11|26|32|41,180.0,48,48|312,48|312
1,11|26|33|40,180.0,228,228|132,228|132
1,11|27|28|37,180.0,354,354|6,354|6
1,11|27|39|41,180.0,146,146|214,146|214
1,11|27|41|43,180.0,206,206|154,206|154
1,11|28|31|41,180.0,352,352|8,352|8
1,11|29|35|37,180.0,115,115|245,115|245
1,11|29|36|40,180.0,89,89|271,89|271
1,11|31|32|39,180.0,307,307|53,307|53
1,11|33|36|38,180.0,122,122|238,122|238
1,11|33|36|42,180.0,293,293|67,293|67
1,11|33|39|43,180.0,84,84|276,84|276
1,11|37|40|41,180.0,16,16|344,16|344
1,11|39|40|43,180.0,251,251|109,251|109
1,12|13|15|18,180.0,280,280|80,280|80
1,12|13|15|31,180.0,280,280|80,280|80
1,12|13|18|31,180.0,280,280|80,280|80
1,12|13|23|35,180.0,248,248|112,248|112
1,12|13|23|39,180.0,248,248|112,248|112
1,12|13|25|31,180.0,349,349|11,349|11
1,12|13|25|42,180.0,349,349|11,349|11
1,12|13|31|42,180.0,349,349|11,349|11
1,12|13|32|38,180.0,196,196|164,196|164
1,12|13|35|39,180.0,248,248|112,248|112
1,12|14|15|38,180.0,127,127|233,127|233
1,12|15|16|38,180.0,86,86|274,86|274
1,12|15|16|39,180.0,86,86|274,86|274
1,12|15|18|31,180.0,280,280|80,280|80
1,12|15|26|35,180.0,133,133|227,133|227
1,12|15|33|42,180.0,68,68|292,68|292
1,12|15|38|39,180.0,86,86|274,86|274
1,12|16|17|27,180.0,256,256|104,256|104
1,12|16|18|34,180.0,246,246|114,246|114
1,12|16|21|27,180.0,38,38|322,38|322
1,12|16|21|33,180.0,222,222|138,222|138
1,12|16|26|30,180.0,132,132|228,132|228
1,12|16|38|39,180.0,86,86|274,86|274
1,12|18|32|38,180.0,275,275|85,275|85
1,12|18|37|41,180.0,299,299|61,299|61
1,12|19|20|29,180.0,99,99|261,99|261
1,12|19|20|43,180.0,99,99|261,99|261
1,12|19|22|35,180.0,355,355|5,355|5
1,12|19|22|38,180.0,355,355|5,355|5
1,12|19|27|28,180.0,279,279|81,279|81
1,12|19|27|41,180.0,279,279|81,279|81
